Date,Score,Reviews
"Feb 20, 2023",NEUTRAL,"I wish they explained more about the “Eternals,” I wish they explained more about who they were, individually. I wish that there was more “stories” to them after they were separated."
"Feb 19, 2023",NEUTRAL,i for one enjoyed it more than many others
"Feb 19, 2023",NEGATIVE,Watch if you want… I didn't care for it much.
"Feb 19, 2023",POSITIVE,"I really liked the cinematography and the script.  Different from what is expected from Marvel, but considering the latest releases, maybe that's why I liked it so much comparatively."
"Feb 19, 2023",POSITIVE,It's a special movie.
"Feb 19, 2023",NEUTRAL,It was a little slow paced and at the same time tried to do too much with so many new characters but it is a good watch and loved the graphics
"Feb 19, 2023",NEUTRAL,"I think this film was marketed incorrectly, instead of being marketed as an action epic, this should have been promoted as a family drama that is comprised of Superheroes."
"Feb 19, 2023",NEGATIVE,"I went into this move optimistic but boy was I wrong, this movie was not worth wasting the time seeing literally the worst movie I've ever seen, would rate it a 0 if I could."
"Feb 19, 2023",POSITIVE,I don't know why the critics gave this such a low grade. I loved it. The entire cast is outstanding. It's a roller coaster ride from beginning to end. I can't wait until the 2nd one comes out.
"Feb 19, 2023",POSITIVE,This is another great superhero movie. Better storyline and visual effects than Black Panther 2 and Thor 3.
"Feb 18, 2023",POSITIVE,"Underated movie, give it a chance may suprise you"
"Feb 18, 2023",NEGATIVE,"Very bland, very boring. There's a ton of characters and they barely flesh out any of them. Wouldn't recommend"
"Feb 18, 2023",NEGATIVE,I left the theater when I ran out of popcorn. I was upset with myself for buying the largest size as I had to see almost half of this movie. I never did find out how it ended and I'm fine with that.
"Feb 18, 2023",POSITIVE,Gostei bastante do filme
"Feb 18, 2023",NEGATIVE,"The film's biggest problem is the main characters. In fact, I was expecting to see Angelina Jolie as Thena, fighting and facing the villains and I ended up getting a special participation from her. Disappointing. The protagonists are bland and were outclassed by the secondary characters even with little screen time. If the movie had focused on Thena taking on deviants, it might have been more compelling to watch."
"Feb 18, 2023",POSITIVE,Was waiting for this movie for some time and wasn't disappointed when I finally got to watch it.
"Feb 18, 2023",NEGATIVE,"This film was a mistake to make and a mistake to see. Even commies will OD on this wokestacy....Also, f the c*ensorship on this site"
"Feb 18, 2023",NEUTRAL,The best part of the movie was the speedster vs the ikarus.
"Feb 18, 2023",POSITIVE,Nice addition to the mcu. Very different from what i’m used to. Amazing visuals and great cast. Interesting plot. 
"Feb 18, 2023",NEGATIVE,"By far the worst super hero movie in the last 2 decades.  If this came out in the 90s I think we'd overlook a plot that tried to do way too much with so little.   As it is, it's not even worthy of being in the DC universe."
"Feb 18, 2023",NEGATIVE,"By far worst marvel movie..spent to much time ""checking the boxes not entertaining."
"Feb 17, 2023",NEUTRAL,"Although flawed, this is an entertaining watch with some good performances. The actor playing Druig is the least likeable character so I hope he is a future villain. Perfect creepy villain, shockjing hero. I don't think this is the worst Marvel film, certainly not after Ant Man 3. Enjoyable overall."
"Feb 17, 2023",POSITIVE,"I honestly really enjoyed this film, seeing it in theaters and then seeing the reviews I am still perplexed. Eternals was a solid action movie that leans towards the cosmic bigger entities in the Marvel Universe and really opened the doors to bigger and badder villains to show in the MCU on top of having a fantastic cast. Is it your typical super hero movie? No but they aren't truly super heroes or atleast not meant to be. The villains do fall a bit flat but I think that's the point when you see the whole story. Don't get the hate I'd say give it a watch."
"Feb 17, 2023",NEGATIVE,"Interesting characters, uninteresting plot"
"Feb 17, 2023",NEUTRAL,Underrated but not great at the same time.
"Feb 17, 2023",NEGATIVE,"Big script problems, stereotypical characters and confusion in the ending"
"Feb 17, 2023",NEGATIVE,"Eternals se destaca mas que todo por sus efectos especiales pero se desvia mucho de la trama, cuenta con un elenco que se considera aceptable pero hasta la fecha se considera innecesaria y fuera de lugar"
"Feb 17, 2023",POSITIVE,not as good as the others but a good movie
"Feb 17, 2023",NEGATIVE,"While I admit that Eternals was visually stunning, the plot left a lot to be desired... especially for fans who are neurodivergent."
"Feb 17, 2023",POSITIVE,"Melhor cgi da marvel 
Foge da fórmula original de uma forma maravilhosa 
Grande história, bons personagens 
Espero que tenha uma sequência"
"Feb 17, 2023",POSITIVE,"Ame la pelicula, diferente a la formula de marvel, increibles personajes y excelente guion, ademas de unos paisajes hermosos"
"Feb 17, 2023",NEGATIVE,"Horrendous movie. Nothing about this movie works. The characters are undeveloped, the plot is confusing and we don't know if the Eternals are heroes or villains. This movie fails in every level of the Marvel formula that has worked for over 10 years."
"Feb 17, 2023",NEGATIVE,"Good movie overall, but not worth to watch at movie(g*y guy ruined it)"
"Feb 16, 2023",NEUTRAL,"Acho engraçado que quando a Marvel faz filme genéricos do estilo Marvel é criticada, quando arrisca e faz algo diferente também. Aí fica dificil.
EU gostei do filme. Está longe de ser dos meus favoritos, mas eu curti. O filme tem uma fotografia e um CGI muito lindo. Os personagens no total são legais e eu gostei de ver eles juntos, mas achei que poderiam ter sido mais desenvolvidos. Eu achei que o filme demorou a passar, achei ele bem lentinho, mas curti. A história é meio confusa, mais mesmo assim é legal de acompanhar."
"Feb 16, 2023",POSITIVE,"Beautiful movie, very aesthetic, one of my personal fav"
"Feb 16, 2023",POSITIVE,"Amei o filme, sensacional, alguns personagens são meio chatos, mas não interfere na experiência, o Ikaris é SENSACIONAL, espero que ele retorne e um futuro filme."
"Feb 16, 2023",POSITIVE,I love this movie and watch it any month^^
"Feb 15, 2023",POSITIVE,"Taking place 5 years after the events of 'Avengers: Endgame' and during the events of 'Spider-Man: Far from Home' Marvel Studios presents their next big team of superheroes Directed by Chloe Zao she assembles a very rich, diversified cast in this long roster from Angelina Jolie to Salma Hayek to Brian Tyree Henry to Richard Madden to Kumail Nanjiani to Gemma Chan to Lia McHugh to Lauren Ridloff to Don Lee to Barry Keoghan After Thanos wiped out half the universe and Tony Stark bringing everyone back due to his sacrifice it provided the necessary energy to create an event called the Emergence; basically this would wipe the slate clean on planet Earth for other worlds to exist 7,000 years ago beings called Eternals gifted with immortality and amazing powers arrived from the planet Olympia or did they?; they were instructed to not interfere with human history or conflicts by Celestials unless creatures called Deviants were involved The Eternals comprise of 5 fighters and 5 thinkers; Ikaris who can fly, shoot beams from his eyes, and have superhuman strength, Makkari who has super speed and is deaf, Thena the goddess of war who can create all kinds of weapons, Sersi who can manipulate matter, Druig who can control people's minds, Kingo who's a Bollywood star but more joking than anyone that can fire projectiles from his hands, Phastos who can control any type of technology, Ajak who can heal people, Gilgamesh who can deliver super powered punches, and Sprite who can create illusions Even though they've shaped our cultures and civilizations since the dawn of time it's a heavy burden for them all they couldn't lift a finger to help humanity, heck they even explain why they didn't help the Avengers during the Infinity Saga Now with the Emergence on the rise these immortal warriors have to band together to protect what they now hold dear even going against their prime directive Kros, is one their many obstacles being in charge of the Deviants making them believe they can't protect humans next to Jemiah the Analyzer who created the Eternals and Arishem, their master The Deviants themselves are evolving as well almost matching all the Eternals’ abilities This is also the 3rd longest MCU entry next to 'Avengers: Infinity War and Endgame' This is a long one but still good for any of the fans that have been keeping with this franchise since 2008; brings all the enjoyment you’d expect albeit minor flaws included It takes some getting used to the exposition But the action is impressive, love the big world building, this rich diverse cast, the costumes, and it opens more of the Marvel Cinematic Universe in multiple directions Love this musical score too Ajax is the almighty leader yet she can’t let anyone interfere with human history lest them hindering their natural evolution, Kingo is the funny comic relief with his Bollywood personality, Sprite is the free youthful spirit being that she’s stunted in her growth being an immortal teenager, Sersi is the heart of the group feeling she used to have a romance with Ikkaris, Thena is the fierce warrior sticking to her duties yet she’s feeling weak with her memories since she’s been around for eons, Druig wishes everyone should have a common ground, Gilgamesh is the calming one for Thena, and Phastos feels ashamed of his tinkering considering how humans have used machines to kill each other so he’s found human connection living a domestic life This entry is more dramatic than bombastic or cartoony which might not sit well with many; The villains are kinda lame to be honest with Kro only being in here for 5 min and Arishem who’s kinda sitting in the background a lot of the time It stinks 2 characters in here are axed off quick being part of this main dysfunctional family A lot of the environments feel empty and boring since it’s a lot of deserts, oceans, grass fields, beaches and volcanoes Still, it does show how others involved with humanity's development would've shifted things allowing us to evolve, thrive, learn from our mistakes Human nature is what it is; sometimes it's unavoidable or not our place to change what has to unfold Without our flaws and mistakes we couldn’t stand out or learn to be better Chloe Zhao knows her characters and their interpersonal relationships, she has them dig deep into themselves about whether they should do more than what they were made for or not bother getting attached to a planet inhabited by humans (or beings not like them) It’s definitely a heavy toll being immortal and having to watch over civilizations far slower than others as far as weapons and modern technology One of those rare superhero films to make the viewer think and reflect The casting here is also a true profession of representation in film as far as the queer community and the deaf I’m anxious to see how more films will play out The mid credits scene is crazy and the after credits scene....very ambiguous It’s a lot of mystery for the future to unfold that’s for sure 25 movies in and Marvel Studios is still showing their love and passion for an ever-expanding multitude of stories from the pages of the comics This one isn’t perfect and will be very divisive but you can tell they are trying to open more doors for further adventures and that’s fine by me being a comic book movie lover! "
"Feb 15, 2023",NEGATIVE,"Marvel's Eternals is a serviceable superhero movie, but it's weighed down by its star power and clunky story. The Eternals team consists of otherworldly beings sent to Earth to foster the growth of life and bid never to interfere with the wars of man. Their main purpose is to protect humanity from giant dinosaur-like creatures called deviants who feast on intelligent life. The premise is quite simple, and outside of a couple of twists it never gets more complicated than that, nor does it need to. Instead, the story gets bogged down by its too-numerous cast of characters. These Eternals are a race of immortal beings sent to Earth by an all-powerful Prime Celestial, so why do we as viewers care about who loves whom? It's one of the drivers of conflict throughout the film but between the Eternals not being human and the lack of focus given to any one of them due to time constraints, it might make a viewer roll their eyes. It's not just the overly emotional connections for which the film does little to earn, there's a palpable lack of wisdom for a group who have lived on Earth since the times of Sumerian culture. There exists a strange balancing act in this film between presenting the Eternals as alien and above the fray, but also as human and deeply flawed. Unfortunately those two themes never find a way to mix well together. If one can forgive the pedestrian story driven by lukewarm character building there are good things at play here. First, the acting is solid. The roster is incredible, though overstuffed, and everyone here is certainly capable of handling their role. But no one really stands out either, another unfortunate side effect of cramming too many big names into one film. The special effects and fight choreography are both stunning, with every fight scene cleanly spliced together and every epic bad guy looking real life sharp. The final fight scene alone is probably worth the movie's chunky runtime. But apart from those aspects this film is largely bland, just an A to B story that's built to appear grander than it really is."
"Feb 15, 2023",NEUTRAL,for me is a nice movie.
"Feb 15, 2023",NEGATIVE,"For the most part it was okay, but the plot dragged on and I wish it had less characters."
"Feb 15, 2023",NEGATIVE,Eternals is the most boring and dull MCU movie of all time.
"Feb 14, 2023",NEGATIVE,"An hour shorter and it might have been ok, but falls into the usual marvel trope of overlong never ending action sequences. Just a bit boring at the end of the day"
"Feb 14, 2023",NEGATIVE,It’s only saving grace is its occasional action sequences.
"Feb 14, 2023",POSITIVE,"Chloé Zhao's addition to the ever-expanding Marvel universe is a refreshing take on Marvel Studios' classic formula. ‘Eternals' includes a star-studded cast that includes Gemma Chan, Angelina Jolie, Salma Hayek and Kumail Nanjiani. This latest edition to the MCU is an emotional tale about human connection that features brilliant world-building and an unexpected layer of maturity for a superhero film.

Zhao brings viewers a story that takes place across 7000 years, spanning over a lengthy 157-minute runtime. In fact, the long runtime makes ‘Eternals' the second longest MCU film, coming in 2nd place to the 2019's ‘Avengers: Endgame'. ‘Eternals' features solid performances from its diverse main cast. The film features both Marvel's first deaf superhero (played by ‘The Walking Dead's Lauren Ridloff), and the MCU's first openly gay superhero (portrayed by ‘Spider-Man: Into the Spider-Verse' star Brian Tyree Henry). ‘Eternals' tells the story of an immortal race of superpowered beings, known as Eternals, brought to earth by another race of superpowered beings called Celestials. Sent by the Celestials to rid Earth of creatures called Deviants, the Eternals reside among civilisations throughout our history, helping humanity progress and develop while protecting them from the Deviants. But when they learn the truth of their existence, the Eternals must try and stop the destruction of Earth that has been brought on by an apocalyptic event known as ‘The Emergence', an explosive event that follows the birth of a Celestial.

Despite following Marvel's continuously recycled formula, ‘Eternals' manages to inject something new and exciting into the MCU with Zhao's brilliance as a director carrying across into the detailed world-building and Ben Davis' naturalistic cinematography. Zhao also reunited with crew from her 2020 Best Picture winner, ‘Nomadland' cinematographer Joshua James Richards, serving as a camera operator for the film. ‘Eternals' isn't the first film to fall victim to Marvel's current stream of second-rate CGI, recent releases like ‘Shang-Chi and the Legend of the Ten Rings' and ‘Black Widow' have also featured some questionable visual effects. Although, Zhao's unwillingness to use green screen and visual effects allows ‘Eternals' to feature stunning natural locations that bring places like Mesopotamia, Babylon and the Amazon rainforest to the screen. The acclaimed director pays homage to her previous film ‘Nomadland' by including scenes set in South Dakota, as seen in the 2020 drama. ‘Iron Man' and ‘Game of Thrones' composer Ramin Djawadi returns to Marvel to provide ‘Eternals' with a melodic, pleasant-sounding score.

Like every other Marvel project, the future of the vast universe is hinted at in a variety of ways. ‘Eternals' paves the way for various upcoming projects including Mahershala Ali's upcoming film ‘Blade and a possible sequel while also introducing new characters like Dane Whitman/Black Knight (played by ‘Game of Throne's Kit Harington) and Thanos' brother Eros, also known as Starfox (played by none other than Harry Styles). ‘Eternals' deals with more tender themes than some of the other films in the MCU, including human connection, what it means to be human and family. The film also brings an immense amount of diversity to the MCU, including characters of all ages, ethnicities, abilities, and sexualities to the screen. ‘Eternals' marks itself as a turning point for the Marvel universe as the studio is finally acting on it's promise to include characters from all backgrounds and cultures. The film is one of the more mature features to come from Marvel Studios, the film delves into deeper themes than most of Marvel's previous features and the film also includes the MCU's first sex scene, albeit brief enough for the film to keep its 12A/PG-13 rating.

Featuring a star-studded cast and fresh visuals, Chloé Zhao's ‘Eternals' is a new, exciting film that shows audiences that superhero films can be cinematic and introspective, while also delivering thrilling fight sequences and intense action. Building on the history of the MCU, and also the future, ‘Eternals' is a tender story that allows viewers from all backgrounds to feel represented and included."
"Feb 13, 2023",NEUTRAL,‘Eternals' is an art-house director's film. And it works… until it doesn't. More: https://bit.ly/3K0Xc3m
"Feb 9, 2023",NEUTRAL,"This movie generated, a lot of hate, and I see why, the director definitely shouldn't not have been the director, and it should've been given to somebody that had more skills, rather than somebody who was trying to make a tree look pretty. Ultimately, I enjoyed the cast, and I enjoyed this movie, that's why I did not score it low. I have watched it multiple times, but it's one of those movies that you can fast-forward through parts of the film to get to the better parts of the film. And I never wanna watch a movie where I feel like I can fast forward to the next part. So this movie is definitely a decent watch, but it's not a great watch. The biggest let down is the end credit scenes go nowhere, it's been way too long, and none of these characters have appeared anywhere else there was no development, it felt like it was just thrown in there."
"Feb 8, 2023",NEUTRAL,"Feel very devoid of story, also they kill Salma Hayek's character in the first ten minutes. Lacks personality and I found it hard to care for any of the characters."
"Feb 7, 2023",NEGATIVE,"poor casting , poor pacing , poor storyline , kinda dull. i expect more from Marvel to be honest. whoever gave this the green light needs a talking to."
"Feb 7, 2023",POSITIVE,That's a movie I would show to someone who's not into superhero films... it doesn't use any of the tropes from that genre and it's basically good sci-fi.
"Feb 6, 2023",POSITIVE,"one of my all time favorite marvel movies

loved the characters and plot
very overhated because people don't like new things"
"Feb 5, 2023",NEGATIVE,"Eternals has some fascinating ideas and its ambition, visuals and action sequences are praiseworthy, however it is a drab and tedious movie that doesn't capitulate on its ambition and has uninteresting characters, a poorly executed plot and an overall lack of urgency ultimately making it a disappointing installment in the MCU."
"Feb 5, 2023",NEUTRAL,Too many characters and too much going on. My least favorite MCU movie.
"Feb 4, 2023",NEGATIVE,"This movie is boring and has way too many characters shoved into it. I really hope they don't do a sequel, but I appreciate the attempt and the actors trying their best."
"Feb 4, 2023",NEGATIVE,"We began watching the movie, got bored after every continuous, high steam pressure moment.  Everyone was constantly on the edge of extreme emotion. When I finally saw the big picture I no longer cared.  There was so much story condensed into the movie I lost interest in every one.   After the resolution, the movie took too long to finish then the post story was ridiculous."
"Feb 3, 2023",NEGATIVE,"Absolutely the worst MCU film. A lot of the TV shows feel like they're bloated and should just be a movie. This movie feels like it's trying to do too much and should've been a TV show. It's just so boring and nonsensical. The idea of a Celestial coming out of the ground, or hovering in space, not having any bearing on the MCU as a whole really shatters the illusion that these MCU films take place in the same universe."
"Feb 3, 2023",NEGATIVE,"The mangled character naming reeks of desperate trademark conflict avoidance with the Greek mythology.
The story is boring and inconsistent, the dialog is pack full of cheesy lines, but not the funny cheesy kind, the boring cheesy.
I had to watch it in 3 parts because I kept falling asleep.
Angelina looks like a baboon butt with those ridiculous oversized lips."
"Feb 2, 2023",NEGATIVE,Only representation in this movie was lots of diverse sucking
"Feb 1, 2023",POSITIVE,"The Eternals is not a typical smash and grab MCU movie.  It is a well balanced story about a group of close friends that spans millions of years.  The story is as big as the creation of life in our universe, yet comes down to the choices we make for those we love.  Some characters are given more time than others to develop, but each has their own unique fascinating path of need and desire.  The pain and struggle of the Ikaris and Sprite characters alone pull at your heart as their inner turmoil is revealed throughout.  From the opening scene until the end the actors and story had my attention, of my favorite MCU movies I never tire of watching again.  A wonderful story I hope @ChloeZhao will follow up on :)"
"Jan 30, 2023",POSITIVE,A very rewatchable MCU movie
"Jan 29, 2023",POSITIVE,Such a good stand alone film.
"Jan 28, 2023",NEUTRAL,This movie has suffered from the loneliness of a studio that failed to recognize the failings all too common with their DC counterparts:  Too many characters in a movie means no one has time to engage and connect with those characters.  The representation attempt could have been improved and i think this story would have been greatly improved by making this movie into at least two stories; one for us to see the character's histories as more than a flashback and the sequel to give us the story that felt so 'stuffed' into this package.
"Jan 27, 2023",NEGATIVE,I like the actors just didn't enjoy movie felt like just another marvel movie to make money.
"Jan 23, 2023",NEGATIVE,Holy guacamole that knock of cyclops is lit. Let's go this is the best super hero team yet. Loser you thought avengers were good we'll wait until you see eternals in all of their glory. When I was in the theater I was blessed eternally. The eternals made me feel safe especially one in particular most may know IT as the greatest superhero of all time but I just no IT as master Sprite. Anytime master sprite came on the screen all my fears left me like a hot air balloon into the clouds all my grief and sorrow took flight out of my body like a golden eagle in the sky. THIS IS A MUST WATCH!!!!!! It is too good when I say tooo good I mean tooooooooooooooooo goooooood. I can't get over how graceful Master sprite is it has captivated my mind ever since I left the theatre. I AM A NEW MAN. The MCU will never be the same and this movie is unparalleled by any other movie. Thank you.
"Jan 23, 2023",NEUTRAL,"This movie is probably one of the worst Marvel productions the public has seen for quite some time. It's story does not get the details and the time it deserves and it fells a little bit superficial in the way that it leaves most of the main aspects of the comics' story out of the movie. Also the plot feels a little distant from the comics' story as in the comics it mainly focuses on the origins, roles and story of the celestials and in this movie the main focus is on the eternals. Overall it is not a bad movie but it had the potencial to be one of the most interesting stories in the entire MCU."
"Jan 22, 2023",NEGATIVE,Good special effects with uninteresting heroes and villans and medicore plot and acting. Average film and too long.
"Jan 21, 2023",NEGATIVE,"It's good, I guess. The action is pretty good and the story will definitely excite some people, but it can drag on, and some of the people I really wanted to see more of died too soon."
"Jan 20, 2023",NEGATIVE,"The movie was SO confusing to follow with it constantly hopping back and forwards to past and the present day! I, still to this day, can't find out what the movie's plot was doing!"
"Jan 19, 2023",NEGATIVE,"A mismatch of cast, characters and plots which did not gel well at all. Overblown with several plots points which started to say something interesting but never actually finished anything. The storyline seems to pander to inclusivity, which overall would be a positive step, however when this comes at the cost of character development it is hard to justify. The humour is misplaced and doesn't land well. Worst of all, at almost 3 hours long it was a slog to get through."
"Jan 18, 2023",NEUTRAL,"Good storyline and exciting action. There were a lot of introductions in this MCU edition, which made it complex but similar to many of the other films. I like the diversity of the cast, and references to myths around the world. I never read the comics from old."
"Jan 17, 2023",NEUTRAL,If the run time wasn't so much then I could have probably enjoyed the film more. Other than that everyone plays their role perfectly.
"Jan 16, 2023",NEUTRAL,"It was Ok. The Main issues are there are too many characters, its unfocused for half the runtime, there is next to no emotion, charm or jokes from any of the acting and really the film lacks a solid identity. There really isn't anything truly broken about it. Everything is passable fundamentally speaking besides the editing. The music is just ok as well. Honestly I'd say watch this only if your a hardcore super hero movie fan. Otherwise its not worth the long run time."
"Jan 15, 2023",NEGATIVE,"Boring, contrived and directionless"
"Jan 10, 2023",POSITIVE,"Underrated movie. Good characters. Great Cinematography. Funny, Cinematic."
"Jan 9, 2023",POSITIVE,"Great actions, great cinematography, great characters, and great humor. Villain was a little weak but still was super enjoyable. Grand in scale!"
"Jan 8, 2023",NEGATIVE,Certainly a contender for 1 of the top 3 worst marvel films to date.
"Jan 6, 2023",POSITIVE,"Eternals is breathtaking. Its visuals are beyond stunning, its score excellently reflects the ancient nature of the Eternals, as well as their power and suffering, and the characters are fresh, complex, and unique. The story is essentially the philosophical ""trolley problem"" on a galactic scale, which is a genius idea for an MCU movie. The plot is unpredictable, ever-changing, and every character's motivation is clear, providing for an excellent plot-twist antagonist. However, the deeper themes and complexity of the film seem to have gone over most people's heads.
It's interesting that Eternals is hated on while similar movies such as ""Dune"" and ""Avatar: The Way of Water"" are praised. All 3 have similar strengths (breathtaking visuals and unique tone) and similar weaknesses (far too much time spent in exposition leading to a long runtime, too many characters to introduce). My theory is that MCU fans decided against this film before it even released, as evidenced by the ""review bombing"" that took place before release date. Yes, the film had a lot of characters to introduce, but a movie can't be simultaneously too packed and too slow, which are the two biggest criticisms Eternals received. Due to the contradicting criticisms, my thoughts are that in reality these fans are more action-oriented as opposed to strength of story. 
Eternals is a film that will grow in popularity over time. Due to its massive, complex nature, the re-watchability is much higher than most MCU films. If you love the film, spread the word. If you didn't love it, I urge you to give it another chance, as its complex story and broken family dynamic allows for an emotional power not common in the MCU."
"Jan 4, 2023",POSITIVE,"Extremely underrated. My two notes:
- Don't go in expecting a superhero movie. Go in looking for a movie in the MCU's Universe.
- The pacing is slow at times. Let it be. Not every moment needs adrenaline"
"Jan 4, 2023",NEUTRAL,"Overall, while a new direction to the Marvel universe is welcomed, I'm not sure how I feel about this one. There's plenty of fun to be had, but it requires a bit more work from the viewer than previous Marvel films. It's dialogue-heavy, and, at times, I felt confused by the story and vague new direction. Again, action scenes are fun but generally dark; otherwise, it's a stunning film visually. Eternals is a big change, and the question is, are fans ready? For me, this film certainly warrants a repeat viewing, which I hope will win me over more significantly."
"Jan 2, 2023",POSITIVE,I don't get the hate. I loved this one. Can't wait for the sequel!
"Dec 31, 2022",NEGATIVE,This movie was just really bad. The story was rushed and the movie itself introduced many characters that will barely be in the MCU timeline. The movie had great characters but just bad story line. You might not have the same opinion but this is mine.
"Dec 26, 2022",POSITIVE,"Eternals redefine os filmes de super herói e os eleva,enquanto prepara o que ainda virá por aí"
"Dec 24, 2022",POSITIVE,It was an amazing movie a little slow but then it picked up the pace a must see I don't see why it's getting all this hate it was amazing show.
"Dec 23, 2022",NEUTRAL,Its long but it has some good parts but the red hair girl was soooo bad
"Dec 21, 2022",NEGATIVE,"UUUHHH... OK, it's not that bad. It's fine, probably the most mediocre MCU movie of all time. While it's not great, there are a lot of great stuff in it. The cinematography... Chefs kiss 3!! Kingo and his cameraman are hilarious and easily carry the movie. To the bad, i guess. The story is so lackluster, as there are no stakes in a end-of-the-world story, especially if it's in a cinematic universe with other movies releasing afterwards. None of the characters, except for Kingo, are so bland and uninteresting and it doesn't really make sense that the mute person does sign-language and points on her wrist, like a wristwatch, which doesn't exist in the caveman era when she does it. I went on a tangent there, oops! Fine action, fine character. Yeah Idk, it's just a really bland movie."
"Dec 21, 2022",NEGATIVE,"another instantly forgettable marvel movie that looks like a minimum effort by all involved, quality, not quantity is what the audience wants"
"Dec 20, 2022",NEGATIVE,Nice photography but the movie himself is boring and you do not fill any empathy for the characters.
"Dec 20, 2022",POSITIVE,"Uno dei film meglio realizzati della Marvel.
La fotografia è straordinaria con scenari mozzafiato e con luci naturali che rendono il tutto più realistico.
Trama complessa e ben sviluppata(Non su tutti i pg) e personaggi ben caratterizzati.
Attori perfetti per i ruoli e ben sviluppati sul grande schermo.
Combattimenti eccezionale ma che non invadono il film.
In sostanza, io non comprendo come una piattaforma del genere permetta ai bomber reviewing di affondare un film solo perchè a priori l'idea non è piaciuta."
"Dec 17, 2022",NEUTRAL,One of the weakest Marvel movies... Tons of potential for MCU growth but fell flat. No mention of the heroes in other Marvel movies either yet... so it seemed extremely at random that they would release this movie. Easily could have connected things with Guardians of the Galaxy but they decided to introduce a blip preface to the Marvel vampire stuff...
"Dec 16, 2022",POSITIVE,"This was a refreshing change of pace for Marvel. I enjoy most of the MCU movies and this one is definitely in my top 5. 

I enjoyed the scope of the story, how it wove its way through the span of human history and threaded itself through the existing cannon of the MCU. 

The ensemble cast of characters was well handled and the story had some energizing depth to it. I like that it didn't follow the well practiced Marvel formula and gave us something really quite grey and subjective to explore.

I hope they have the confidence to explore these characters and the implications of the film further. I feel like this movie has added a lot to the tapestry of the MCU"
"Dec 16, 2022",POSITIVE,This is a great film and deserves a sequel just bravo.
"Dec 13, 2022",POSITIVE,"O filme em minha opinião e um dos melhores da atual faze, claro ficando apenas uma posição atrás de Wakanda Forever! Tem personagens interessantes e uma nova equipe que pode ser explorada ainda mais nos futuros filmes."
"Dec 12, 2022",NEGATIVE,Absolutly the worst Marvel film in history
"Dec 11, 2022",POSITIVE,"It was a pretty fast moving thrill. I liked the history of the Eternals, the Earth, and the universe shown here. I hope there's a sequel and more of the Deviants who were given free will and an ability to evolve."
"Dec 11, 2022",NEGATIVE,Oof that was rotten. God bless!
"Dec 11, 2022",NEGATIVE,"Definition of an ""OK"" film. The bigger picture of what the premise was going for is quite unique from the other MCU films. Nonetheless the film can't execute the grand ideas properly as a consequence of the redundant amount of characters, underdeveloped relationships, and focus on the wrong character arcs. Visuals have to be the #1 stand out."
"Dec 10, 2022",POSITIVE,"Beautifully shot, with characters that are a lot more personable than their comic book counterparts. Not enough time to get to them all well, but I hope we see more of them."
"Dec 9, 2022",POSITIVE,"Me encantó! Deseando ver más de estos personajes. Disfruté con todo de esta película. Desde la fotografía, guión, actores,... ¡TODO! He escuchado criticas a lo lenta que le pareció a muchas personas, puede ser cierto que lleva otro ritmo a lo que Marvel Studios nos tiene acostumbrados, yo agradezco que se tomen el tiempo y la delicadeza de otorgarle personalidad propia a cada proyecto. Eternals es una joya dentro de toda la filmografía de Marvel."
"Dec 8, 2022",POSITIVE,Here https://playabledownloads.com/1281418 you can download the movie in High Definition (HD) 2.87Gb
"Dec 6, 2022",NEGATIVE,So many plot holes I was getting whiplash looking between them. Had so much potential. Only potential is go in looking for a laugh. Gives
"Dec 5, 2022",NEGATIVE,The slowest Superhero film ever made. Eternals is convoluted and lacks the deep dive into character that is needed to pull off this kind of film. At least it is more interesting than Nomadland.
"Dec 3, 2022",POSITIVE,"One of Marvel's best underrated movies, Marvel decided to change itself for the better.  This is a beautiful film, which speaks to adults and not to children.  The movie shows Marvel from a different point of view, I've seen many Marvel movies but this movie made me think.  The main problem with the film is that Marvel was afraid to pull it, in my opinion the film was supposed to be three hours.  The characters in the film are simply fascinating, but it is difficult to contain them because of the length of the film and in general the film is supposed to be a series."
"Dec 3, 2022",NEGATIVE,Turning the marvel cinematic universe into a cringey joke
"Dec 3, 2022",POSITIVE,"Eternals is the most beautiful Marvel movie ever. It's just set apart from others. Every character, every move, and action is terrific. The plot line has a nice twist in the end. Every cast is accurately cast, for example, Angelina Jolie is perfect for playing Thena. And the design of the costumes and CGI powers are artistic and different from any other Marvel movie.
And the most important thing is this movie is very promising, it opened up a different genre and a bigger storyline and plan for upcoming movies"
"Dec 3, 2022",NEGATIVE,"Terrible, absolutely terrible! worst movie ever! how dare you destroy Kirby's work like this! life will punish you guys"
"Nov 29, 2022",POSITIVE,I hope their story continues to show new adventures as well. The final action scenes are amazing.
"Nov 28, 2022",NEGATIVE,"Not horrible, just not particularly good. Too many forgettable and unlikable people/characters, and all embroiled in a terribly generic plot."
"Nov 27, 2022",POSITIVE,Meu filme favorito do MCU 🦄🤩🙃
"Nov 26, 2022",NEGATIVE,It didn't have the time it needed to do what it needed to do.
"Nov 25, 2022",NEUTRAL, Not the non-stop goofy good time you get from most Marvel films. I am flexible though. It has a good cast and fine rock song choices. Not close to the best Marvel film. Yet I can’t talk myself into being a hater. It’s a guilty pleasure.
